Kallstroemia grandiflora,Arizona poppy,N,"12-36""",A,Orange-Red,Summer,100000,Spring/Fall,10,6-8,Summer annual after rain. Prefers low moist areas.,Full Sun,,,,,
Liatris pycnostachya,Thickspike gayfeather,N,"24-40""",P,Purple,Sum-Fall,130000,Spring/Fall,14,6,Moist prairies & meadows,Full Sun,,,,,
Layia platyglossa,Tidy-tips,N,"4-12""",A,Yellow,Summer,360000,Spring/Fall,10,6,Ideal for native wildflower mixes on most soils,Full Sun,,,,,
Campanula carpatica,Tussock bellflower,I,"10-24""",P,Lavender,Summer,5600000,Summer,16,1,"Used in wildflower mixes, rock gardens, etc.",Sun or Partial,,,,,
Ratibida columnifera,Upright prairie Coneflower,N,"12-36""",P,Yellow,Summer,1032000,Spr/Fall/Win,16,2,Most soils throughout North America,Full Sun,,,,,
Penstemon cyananthus,Wasatch penstemon,N,"18-30""",P,Blue,Spr-Sum,400000,Spring/Fall,16,2,Rocky slopes and hillsides throughout western U.S.,Full Sun,,,,,
Aquilegia formosa,Western red columbine,N,"36""",P,Red,Spr-Sum,248000,Spring/Fall,16,4-6,"Open forests, river banks, close to springs",Partial Shade,,,,,
Dalea candida,White Prairie clover,N,"12-36""",P,White,Spr-Fall,350000,Spring/Fall,14,6-8,Most soils througout North America,Sun or Partial,,,,,
Oenothera caespitosa,White tufted evening primrose,N,"4-6""",P,White,Spr-Sum,900000,Spring/Fall,12,2,Rocky slopes and hillsides throughout western U.S.,Full Sun,,,,,
Achillea millefolium,White yarrow,N,"12-40""",P,White,Sum-Fall,2600000,Spr/Fall/Win,10,1,Open areas from lowlands to mtn.,Full Sun,,,,,
Monarda fistulosa,Wild bergamot,N,"12-40""",P,Pink,Summer,1500000,Spring/Fall,14,1-2,Grows in large colonies on dry open areas,Full Sun,,,,,
Vicia villosa ssp.varia,Wooly pod vetch,I,"6-18""",A/P,Purple,Spring,32000,Spring/Fall,12,40,Used in wildflower mixes & pasture mixes,Sun or Partial,,,,,
Eriogonum heracleoides,Wyeth buckwheat,N,"6-20""",P,White-Pink,Spr-Sum,136200,Fall/Winter,10,6,Dry open areas on foothills & canyons,Full Sun,,,,,
Aquilegia flavescens,Yellow columbine,N,"10-30""",P,Yellow,Spr-Sum,400000,Spring/Fall,16,4-6,"Open forests, river banks, close to springs",Partial Shade,,,,,
Cosmos sulphureus,Yellow cosmos,I,"18-36""",A,Yellow & Orange,Sum-Fall,66000,Winter/Spring,12,6,"Used in wildflower mixes, rock gardens, etc.",Sun or Partial,,,,,
Oenothera biennis,Yellow evening primrose,N,"12-40""",B,Yellow,Summer,1500000,Spring/Fall,14,1-2,Grows on a variety of soils & easy to establish,Full Sun,,,,,
Wyethia amplexicaulis,Yellow-rayed mulesear,N,"12-32""",P,Yellow,Spr-Sum,28200,Fall/Winter,14,,Dry open areas in foothills & canyons,Full Sun,,,,,
Medicago sativa,Alfalfa,many varieties,Bloat,"13-24+""",H,8-15,"210,000",Spr/Fall,12,Medium,High,,,,,,
Trifolium hybridum,Alsike clover,,Bloat,"13-24""",H,6-8,"680,000",Spring,32,None,Low,,,,,,
Lathyrus hirsutus,Austrian pea,,Bloat,"13-36""",H,45-60,"15,000",Spr/Fall,35,None,Low,,,,,,
Trifolium alexandrinum,Berseem clover,,Non-Bloat,"12-18""",NH,5-15,"200,000",Spr/Fall,35,None,Low,,,,,,
Lotus corniculatus,Birdsfoot trefoil,"Empire, Viking",Non-Bloat,"13-24""",H,4-6,"370,000",Spring,15,Medium,None,,,,,,
Astragalus cicer,Cicer milkvetch,"Monarch, Lutana, Oxley",Non-Bloat,"13-24""",H,20-25,"145,000",Spr/Fall,18,Medium,Low,,,,,,
Medicago sativa ssp. Falcata,Falcata alfalfa,,Bloat,"13-24+""",H,8-15,"211,000",Spr/Fall,10,Medium,High,,,,,,
Vicia villosa,Hairy vetch,,Non-Bloat,"1-24""",H,25-35,"20,000",Spr/Fall,18,None,Medium,,,,,,
Trifolium repens latum,Ladino clover,,Bloat,"13-24""",H,2-6,"800,000",Spr/Fall,24,None,Low,,,,,,
Trifolium pratense,Red clover,"Kenland, Mammoth",Bloat,"25+""",H,8-10,"275,000",Spr/Fall,32,None,Low,,,,,,
Trifolium hirtum,Rose clover,Hykon,Bloat,"1-24""",NH,20,"140,000",Fall,12,Low,Medium,,,,,,
Onobrychis viciifolia,Sainfoin,"Eski, Remont, Shoshone",Non-Bloat,"25+""",H,35-45,"30,000",Spring,12,Medium,Medium,,,,,,
Sanguisorba minor,Small Burnet,Delar,Non-Bloat,"8-24""",H,20-24,"55,000",Spr/Fall,12,Medium,Low,,,,,,
Trifolium fragiferum,Strawberry clover,"O'Connors, Salina",Bloat,"1-12""",NH,5-15,"300,000",Spr/Fall,15,Medium,Low,,,,,,
Trifolium subterraneum,Subterranean clover,,Bloat,"1-6""",H,20-24,"65,000",Spr/Fall,16,Low,Medium,,,,,,
Trifolium repens,White dutch clover,,Bloat,"1-12""",H,2-6,"850,000",Spr/Fall,24,Low,Medium,,,,,,
Melilotus alba,White sweetclover,,Bloat,"13-24+""",H,10-15,"260,000",Spr/Fall,10,Medium,High,,,,,,
Vicia villosa ssp.varia,Wooly pod vetch,Lana,Non-Bloat,"1-24""",NH,35-40,"100,000",Spr/Fall,18,None,Medium,,,,,,
Melilotus officinalis,Yellow sweetclover,Madrid,Bloat,"13-24+""",H,10-15,"260,000",Spr/Fall,10,None,High,,,,,,
Acacia constricta,White-thorn acacia,N,2-10',Shrub,"25,000",Orange/Yellow,Spr/Fall,"6""",1500-4500,3,Seeds eaten by birds & small animals,Very Good,None,High,,,
Acacia greggii,Catclaw acacia,N,20',Shrub,"2,500",White/Pink,Spr/Fall,"6""",0-4500,3,Browsed by livestock & wildlife,Very Good,None,Med,,,
Acer glabrum,Rocky mountain maple,N,10+',Tree,"13,000",Green,Spr/Fall,"20""",4500-9000,3,Forage & cover,Very Good,Low,None,,,
Acer negundo,Boxelder,N,20',Tree,"13,300",Yellow,Spr/Fall,"20""",2000-4500,3,Browsed by wildlife,Very Good,Low,None,,,
Alnus rubra,Red alder,N,20-35',Tree,"660,000",Brown,Spr/Fall,"20""",2000-4500,3,Big game browse & upland bird food,Very Good,Low,None,,,
Alnus viridis sinuata,Sitka Alder,N,3-15',Tree,"660,000",Brown,Spr/Fall,"20""",2000-7000,3,Big game browse & upland bird food,Very Good,Low,None,,,
Ambrosia deltoidea,Triangle-leaf bursage,N,1-3',Shrub,"9,000",Indeterminate,Spr/Fall,"6""",1500-4500,4,Little value & will occur s pure stands,Very Good,Low,None,,,
Ambrosia dumosa,White bursage,N,1-2',Shrub,"80,000",Indeterminate,Spr/Fall,"8""",500-3000,3,Valuable desert forage,Very Good,Low,Med,,,
Amelanchier alnifolia,Saskatoon serviceberry,N,3-18',Shrub,"36,000",White,Fall/Win,"11""",0-9000,4,Excellent browse & cover for wildlife,Very Good,Low,Med,,,
Amelanchier utahensis,Utah serviceberry,N,3-12',Shrub,"37,000",Indeterminate,Fall/Win,"10""",1500-4500,4,Excellent brouse & cover for wildlife,Very Good,Low,Med,,,
Arctostaphylos uva-ursi,Kinnikinnick or Bearberry,N,.5-1',Shrub,"37,000",White/Pink,Spr/Sum,"14""",1500-7500,3,"Berries are eaten by bear, grouse & turkeys",Very Good,Low,Med,,,
Artemisia cana,Silver sage,N,2-5',E-Shrub,"846,000",Yellow,Fall/Win,"13""",1500-4500,3,Good winter forage,Very Good,Low,Med,,,
Artemisia filifolia,Sand sage,N,2-4',Sub-Shrub,"2,000,000",Yellow,Spr/Fall,"6""",2500-7000,3,Provides cover and sandy sites,Very Good,Low,Med,,,
Artemisia frigida,Fringed sage,N,1-1.5',Shrub,"4,536,000",White,Fall/Win/Spr,"10""",2500-7500,3,Good winter forage,Excellent,Low,Med,,,
Artemisia ludoviciana,Lousiana/Prairie Sage,N,1-3',Shrub,"4,000,000",White,Fall/Win/Spr,"10""",2500-9000,4,Forage & cover,Very Good,Low,Med,,,
Artemisia nova,Black sage,N,1-2',E-Shrub,"907,000",Brown,Fall/Win,"7""",4000-7000,4,Good forage on dry-sites for wildlife,Good,Low,Low,,,
Artemisia tridentata ssp. tridentata,Basin big sage,N,3-12',E-Shrub,"2,466,000",Green,Fall/Win,"10""",1500-7000,3,Provides cover on sandy sites,Good,Low,Low,,,
Artemisia tridentata ssp. vaseyana,Mountain big sage,N,2-5',E-Shrub,"1,200,000",Yellow,Fall/Win,"14""",2500-9000,3,Provides cover on dry mountain areas,Good,Low,Low,,,
Artemisia tridentata ssp. Wyomingensis,Wyoming big sage,N,1-3',E-Shrub,"1,215,000",Yellow,Fall/Win,"8""",1500-4500,3,Good food & cover for small animals,Very Good,Low,Low,,,
Atriplex canescens,Fourwing saltbrush,N,2-5',Shrub,"52,000",Green,Fall/Win/Spr,"8""",0-7500,3,Fruits provide good food for wildlife,Very Good,Med,Low,,,
Atriplex confertifolia,Shadscale,N,1-5',Shrub,"65,000",Yellow,Fall/Win/Spr,"5""",1500-7000,4,Valuable forage especially in winter,Very Good,High,High,,,
Atriplex corrugata,Mat saltbush,N,1-2',E-Shrub,"59,000",Indeterminate,Fall/Win,"7""",4000-7000,3,Valuable forage especially in winter,Very Good,Med,Med,,,
Atriplex cuneata,Castle Valley saltbush,N,.5-1',E-Shrub,"30,000",Indeterminate,Fall/Win,"7""",4000-7000,3,Valuable forage especially in winter,Very Good,Med,Med,,,
Atriplex gardneri,Gardner saltbush,N,.5-1',E-Shrub,"110,000",Indeterminate,Fall/Win,"6""",3500-7000,3,Excellent forage for wildlife & livestock,Very Good,Med,Med,,,
Atriplex lentiformis,Quail bush,N,3-10',Shrub,"800,000",Yellow,Winter,"4""",0-4000,3,Good food & cover for small animals,Good,Low,High,,,
Atriplex polycarpa,Desert saltbush,N,1-4',E-Shrub,"800,000",Indeterminate,Fall/Win,"6""",0-4000,3,Excellent browse & cover for wildlife,Good,Low,High,,,
Atriplex semibaccata,Australian saltbush,I,1-3',E-Shrub,"80,000",Indeterminate,Fall/Win,"9""",0-3000,3,Excellent browse & cover for wildlife,Good,High,High,,,
Atriplex tridentata,Trident saltbush,N,4-10',Shrub,"111,000",Yellow,Spring,"7""",3500-7500,3,Good forage on dry-sites for wildlife,Good,Med,High,,,
Baccharis sarothroides,Desertbroom,N,3-6',E-Shrub,"900,000",Yellow,Winter,"3""",1000-5000,3,Good food & cover for small animals,Good,Med,High,,,
Bassia prostrata,Forage kochia,I,1-3',Shrub,"395,000",Green,Fall/Win,"8""",1500-4500,3,Very palatable to all wildlife,No,Low,High,,,
Betula occidentalis,Water birch,N,10-20',Lg. Shrub,"402,000",Yellow,Spring,"16""",2500-7500,3,Big game browse & upland bird food,Very Good,Low,Low,,,
Calliandra eriophylla,False mesquite,N,1-3',Shrub,"24,000",Purple,Winter,"3""",1500-4500,4,Year-around forage,Good,Low,None,,,
Ceanothus integerrimus,Deerbrush,N,3-8',Shrub,"60,000",Pinkish/Blue,Fall/Win,"10""",1500-4500,3,Forage for non-game animals,Excellent,Low,Low,,,
Ceanothus sanguineus,Red-stem ceanothus,N,4-12',Shrub,"130,000",White,Fall/Win,"15""",1500-4500,4,Good browse for cattle & deer,Very Good,Low,None,,,
Ceanothus velutinus,Snowbrush ceanothus,N,3-10',E-Shrub,"128,000",White,Fall/Win,"13""",1500-7000,4,Good browse for cattle & deer,Very Good,Low,None,,,
Cercocarpus ledifolius,Curlleaf mountain mahogany,N,10-20',E-Shrub,"52,200",Yellow,Fall/Win,"11""",2000-9000,3,Excellent browse & cover for wildlife,Very Good,None,Low,,,
Cercocarpus montanus,True mountain mahogany,N,2-10',E-Shrub,"45,000",White,Fall/Win/Spr,"10""",3500-9000+,3,Excellent browse & cover for wildlife,Very Good,None,Low,,,
Chilopsis linearis,Desert willow,N,5-15',E-Shrub,"86,000",Purple,Fall/Win,"10""",1500-4500,4,Low browse and graze value,Excellent,Low,Low,,,
Chrysothamnus viscidiflorus,Green rabbitbrush,N,1-3',Shrub,"782,000",Yellow,Fall/Win,"8""",2000-9000,3,Good cover for small birds & animals,Good,Low,Low,,,
Cleome isomeris,Bladderpod spiderflower,N,1-5',Shrub,"5,000",Yellow,Fall/Win,"7""",0-4500,4,Good winter forage,Very Good,Low,High,,,
Coleogyne ramosissima,Blackbrush,N,2-6',Shrub,"20,000",Yellow,Fall/Spr,"6""",2500-6000,3,Good cover for small birds & animals,Very Good,Low,Low,,,
Cornus canadensis,Bunchberry,N,.5',Shrub,"67,000",White,Fall/Spr,"32""",1500-4500,3,Little forage value/good ground cover,Very Good,Low,None,,,
Cornus florida,Flowering dogwood,N,25-40',Tree,"4,500",White,Fall/Spr,"28""",1500-4500,3,Deer browse and good upland bird food,Very Good,Low,None,,,
Cornus sericea ssp. Sericea,Redosier dogwood,N,5-10',Shrub,"18,500",White,Fall/Spr,"24""",2500-9000,3,"Berries are eaten by bear, grouse & turkeys",Excellent,Low,Low,,,
Crataegus douglasii,Black hawthorn,N,5-15',Shrub,"23,000",White,Fall/Win,"6""",2000-4500,3,Excellent browse & cover for wildlife,Very Good,None,Low,,,
Encelia farinosa,Brittlebush / Goldenhills,N,2-5',Shrub,"35,000",Yellow,Fall/Spr,"5""",0-3000,3,Little forage vallue/good landscaping,Excellent,None,Med,,,
Ephedra nevadensis,Nevada ephedra,N,1-3',Shrub,"19,000",Yellow,Fall/Win,"7""",2000-6000,3,Good winter forage,Very Good,None,High,,,
Ephedra viridis,Green ephedra,N,1-3',Shrub,"25,000",Yellow,Fall/Win,"5""",2500-7500,3,Good winter forage,Very Good,Low,Low,,,
Ericameria Laricifolia,Turpentinebush,N,1-3',E-Shrub,"900,000",Yellow,Fall/Win,"8""",2000-5000,4,Good cover for small birds & animals,Very Good,None,Low,,,
Ericameria nauseosa,Rubber rabbitbrush,N,1-7',Shrub,"400,000",Yellow,Fall/Win,"8""",2000-9000,3,Good cover for small birds & animals,Good,Low,Low,,,
Eriogonum fasciculatum,Flat-top or Mojave buckwheat,N,1-3',Shrub,"300,000",White,Fall/Win,"8""",0-4500,4,Good food & cover for small animals,Very Good,Low,Med,,,
Eriogonum heracleoides,Parsnipflower buckwheat,N,1-2',Shrub,"35,000",Yellow,Fall/Win,"8""",1000-4500,4,Good food & cover for small animals,Very Good,Low,Med,,,
Eriogonum umbellatum,Sulfur flower buckwheat,N,1',Shrub,"209,500",Yellow,Fall/Win,"8""",1000-4500,3,Good food & cover for small animals,Very Good,Low,High,,,
Fallugia paradoxa,Apache plume,N,3-6',Shrub,"420,000",Purple,Fall/Win,"5""",1500-4500,5,Good winter forage,Excellent,Low,Low,,,
Grayia spinosa,Spiny hopsage,N,1-3',S-Shrub,"260,000",Red,Fall/Win/Spr,"8""",0-7000,3,Good winter forage,Very Good,None,High,,,
Holodiscus discolor,Oceanspray,N,5-15',Shrub,"5,307,000",White,Fall/Spr,"9""",1000-7500,3,Good cover for small birds & animals,Very Good,Low,None,,,
Hymenoclea salsola,Cheesebush or Brittlebush,N,2-4',Shrub,"120,000",White,Fall/Spr/Spr,"6""",0-4000,3,Provides cover on dry sandy sites,Good,None,Med,,,
Iliamna rivularis,Streambank wild hollyhock,N,6',Shrub,"130,000",Red,Fall/Spr,"16""",2500-7000,3,Good cover for all wildlife,Very Good,Low,None,,,
Isocoma tenuisecta,Burro-weed,N,1-3',Shrub,"900,000",Yellow,Fall/Win,"8""",1500-4000,3,Good cover for small birds & animals,Very Good,None,Med,,,
Juniperus occidentalis,Western juniper,N,40-60',Tree,"12,300",Yellow,Fall/Win,"10""",1500-7000,3,Good cover for small birds & animals,Very Good,Low,Med,,,
Juniperus scopulorum,Rocky mountain juniper,N,10-80',Tree,"30,000",Yellow,Spring,"12""",2500-7000,3,Good cover for all wildlife,Excellent,Low,Low,,,
Kalmia latifolia,Mountain laurel,N,6',Tree,"15,000,000",White,Fall/Spr,"32""",1500-4500,3,Found in bogs to very wet ground,Good,Med,None,,,
Krascheninnikovia Lanata,Winterfat,N,1-3',E-Shrub,"111,000",White,Fall/Win/Spr,"6""",1500-4500,4,Excellent browse & cover for wildlife,Good,None,Med,,,
Larrea tridentata,Creosote bush,N,3-9',E-Shrub,"90,000",Yellow,Fall/Win,"6""",0-4500,3,Good cover for all wildlife,Very Good,None,Low,,,
Lonicera ciliosa,Honeysuckle,N,10-15',Shrub,,Orange,Fall/Spr,"20""",0-4500,4,Good food and cover for wildlife,Very Good,Low,None,,,
Lotus rigidus,Deervetch,N,1-3',Shrub,"300,000",Yellow,Fall/Win,"6""",2500-4500,3,Good cover for all wildlife,Excellent,None,Low,,,
Lycium andersonii,Wolfberry/Waterjacket,N,"2-5""",Shrub,"30,000",Purple,Fall/Win,"10""",1500-4000,3,Good Food & cover for small animals,Excellent,Low,Med,,,
Lycium exsertum,Thornbush,N,8-10',Shrub,"500,000",Purple,Fall/Win,"10""",1500-4500,3,Good winter forage,Very Good,Low,Med,,,
Mahonia aquifolium,Tall oregon grape,N,2-8',E-shrub,"33,000",Yellow,Fall/Win,"20""",0-10000,4,shade tolerant valuable food for small animals,Excellent,None,Low,,,
Mohonia repens,Creeping Oregon grape,N,1-2',E-Shrub,"66,560",Yellow,Fall/Win,"12""",0-10000,4,Good food & cover for small animals,Excellent,Low,Low,,,
Olneya tesota,Desert ironwood,N,35',Tree,"2,000",Purple,Fall/Spr,"6""",1500-2500,4,Good browse and seed source,Very Good,Low,Low,,,
Parkinsonia floridum,Blue paloverde,N,20-30',E-Tree,"3,500",Yellow,Fall/Win,"6""",0-4000,3,Seed eaten by birds & small animals,Very Good,None,Med,,,
Parkinsonia microphylla,Foothills palo verde,N,15-25',E-Tree,"4,000",White/Yellow,Fall/Win,"8""",500-4000,3,Seed eaten by birds & small animals,Very Good,None,Med,,,
Peraphyllum ramosissimum,Wild crabapple,N,8',Shrub,"25,000",Pink,Fall/Spr,"10""",1500-4500,3,Good food & cover for small animals,Very Good,None,Low,,,
Philadelphus lewisii,Lewis' mock orange,N,12',Shrub,"8,000,000",White,Fall/Spr,"20""",1500-4500,4,Good food and cover for wildlife,Very Good,Low,None,,,
Picea engelmannii,Englemann spruce,N,120',E-Tree,"135,000",Yellow,Fall/Spr,"25""",1500-9000,3,"Pure/mixed stands in moist, well drained sites",Very Good,Low,None,,,
Picea pungens,Blue spruce,N,100',E-Tree,"106,000",Yellow,Fall/Spr,"20""",1500-7000,3,Highly adaptable and used as x-mas trees,Excellent,Low,None,,,
Pinus contorta var. latifolia,Lodgepole pine,N,120+',E-Tree,"100,000",Indeterminate,Fall/Spr,"16""",0-11000+,3,"Highly adapable, tolerant of poor soils",Excellent,Med,Low,,,
Pinus edulis,Pinyon pine,N,25-50',E-Tree,"1,900",Yellow,Fall/Spr,"9""",1500-7000,3,Abundant on dry open mountain slopes,Excellent,Low,None,,,
Pinus ponderosa,Ponderosa pine,N,120+',E-Tree,"15,000",indeterminate,Fall/Spr,"12""",0-9000+,3,"Highly adaptable, tolerant of poor soils",Excellent,Med,Low,,,
Populus angustifolia,Narrowleaf cottonwood,N,60',Tree,"100,000",White,Fall/Spr,"20""",1500-7000,4,Big game browse,Excellent,Low,Low,,,
Populus balsamifera L. ssp.trichocarpa,Black cottonwood,N,100',Tree,"100,000",Yellow,Fall/Spr,"20""",1500-4500,4,Big game browse,Excellent,Low,None,,,
Populus fremontii,Fremont cottonwood,N,100',Tree,"100,000",Yellow,Fall/Spr,"20""",1500-7000,4,Big game browse,Excellent,None,None,,,
Populus tremuloides,Quaking aspen,N,80',Tree,"360,000",Blue,Fall/Win,"20""",1500-9000,4,Big game browse,Excellent,Low,None,,,
Prosopis juliflora velutina,Velvet mesquite,N,30',Tree,"15,000",White,Fall/Spr,"6""",1500-3000,3,Good food and cover for wildlife,Very Good,None,Med,,,
Prunus andersonii,Desert peach,N,3-6',Shrub,,White,Fall/Spr,"8""",1500-4500,3,"Sunny, dry, east slope of Sierra Nevada",Very Good,Low,Low,,,
Prunus fasciculata,Desert almond,N,3-10',Shrub,"5,000",Green,Fall/Spr,"8""",1500-4500,3,Good grazing for wildlife,Very Good,None,Low,,,
Prunus virginiana,Chokecherry,N,4-12',Shrub,"4,790",Purple,Fall/Win,"15""",2500-9000,3,Fruits provide good food for wildlife,Very Good,Med,Med,,,
Pseudotsuga menziesii,Douglas fir,N,150+',E-Tree,"40,000",Indeterminate,Fall/Win,"14""",2500-9000+,3,Provides good habitat for wildlife,Excellent,Med,None,,,
Psilostrophe cooperi,Paperflower,N,1-3',Shrub,"500,000",Yellow,Fall/Win,"6""",1500-4500,3,Provide cover for wildlife,Excellent,None,Med,,,
Purshia glandulosa,Desert bitterbrush,N,3-10',E-Shrub,"22,000",Yellow,Fall/Spr,"6""",1500-7500,4,Good winter forage,Very Good,None,Low,,,
Purshia mexicana,Mexican cliffrose,N,3-20',E-Shrub,"63,000",Yellow,Fall/Win,"10""",4000-7500,3,Excellent browse & cover for wildlife,Very Good,None,Low,,,
Purshia tridentata,Antelope bitterbrush,N,3-15',E-Shrub,"18,000",Yellow,Fall/Spr,"8""",0-9000+,4,Good winter forage,Very Good,Low,Low,,,
Quercus gambelii,Gambel oak,N,15-30',Tree,400,Indeterminate,Fall/Win,"14""",1500-7500,4,Good food and cover for wildlife,Very Good,Low,Low,,,
Rhus glabra,Smooth sumac,N,3-7',Shrub,"50,000",Red,Fall/Spr,"10""",1500-7500,3,Fruits provide good food for wildlife,Excellent,Low,Low,,,
Rhus trilobata,Oakbrush sumac,N,3-7',Shrub,"22,000",Yellow/Red,Fall/Spr,"8""",1500-4500,3,Provides cover,Very Good,None,Low,,,
Ribes aureum,Golden current,N,3-8',Shrub,"375,000",Yellow/Red,Fall/Spr,"14""",2500-3500,3,Fruits provide good food for wildlife,Excellent,Low,Low,,,
Ribes cereum,Wax current,N,"3-5""",Shrub,"350,000",White/Red,Fall/Spr,"12""",2500-9000,3,Fruits provide good food for wildlife,Very Good,None,Low,,,
Ribes montigenum,Mountain gooseberry,N,1-2',Shrub,"200,000",White/Red,Fall/Spr,"12""",4500-9000+,3,"Berries are eaten by bear, grouse & turkeys",Very Good,Low,Low,,,
Robinia neomexicana,New mexican locust,N,5-18',Shrub,"21,000",Red,Fall,"12""",2500-9000,3,"Berries are eaten by bear, grouse & turkeys",Very Good,None,None,,,
Rosa nutkana,Nootka rose,N,2-7',Shrub,"50,000",Purple/Red,Fall/Spr,"16""",1500-4500,4,Fruits provide good food for wildlife,Excellent,Low,Low,,,
Rosa woodsii,Woods rose,N,2-6',Shrub,"48,000",Pink,Fall/Spr,"10""",1500-7000,4,Fruits provide good food for wildlife,Excellent,Low,Low,,,
Salix hookeriana,Dune willow,N,26',Shrub,"75,000",Black,Fall/Spr,"16+""",1500-4500,4,Good browse and cover for wildlife,Very Good,None,Low,,,
Salix lucida,Pacific/Shiny willow,N,5-13',Shrub,"75,000",Yellow,Fall/Spr,"30""",500-4500,3,Good browse and cover for wildlife,Good,Low,None,,,
Salix sitchensis,Sitka willow,N,3-15',Shrub,"75,000",Black,Fall/Spr,"18""",1500-7000,3,Good browse and cover for wildlife,Good,Low,Low,,,
